Rule_Number,ICD_10_Code,Category,Code_Description
Rule 2B,S96022A,Open wounds,"Laceration of muscle and tendon of long flexor muscle of toe at ankle and foot level, left foot, initial encounter"
Rule 2B,S96029A,Open wounds,"Laceration of muscle and tendon of long flexor muscle of toe at ankle and foot level, unspecified foot, initial encounter"
Rule 2B,S96121A,Open wounds,"Laceration of muscle and tendon of long extensor muscle of toe at ankle and foot level, right foot, initial encounter"
Rule 2B,S96122A,Open wounds,"Laceration of muscle and tendon of long extensor muscle of toe at ankle and foot level, left foot, initial encounter"
Rule 2B,S96129A,Open wounds,"Laceration of muscle and tendon of long extensor muscle of toe at ankle and foot level, unspecified foot, initial encounter"
Rule 2B,S96221A,Open wounds,"Laceration of intrinsic muscle and tendon at ankle and foot level, right foot, initial encounter"
Rule 2B,S96222A,Open wounds,"Laceration of intrinsic muscle and tendon at ankle and foot level, left foot, initial encounter"
Rule 2B,S96229A,Open wounds,"Laceration of intrinsic muscle and tendon at ankle and foot level, unspecified foot, initial encounter"
Rule 2B,S96821A,Open wounds,"Laceration of other specified muscles and tendons at ankle and foot level, right foot, initial encounter"
Rule 2B,S96822A,Open wounds,"Laceration of other specified muscles and tendons at ankle and foot level, left foot, initial encounter"
Rule 2B,S96829A,Open wounds,"Laceration of other specified muscles and tendons at ankle and foot level, unspecified foot, initial encounter"
Rule 2B,S96921A,Open wounds,"Laceration of unspecified muscle and tendon at ankle and foot level, right foot, initial encounter"
Rule 2B,S96922A,Open wounds,"Laceration of unspecified muscle and tendon at ankle and foot level, left foot, initial encounter"
Rule 2B,S96929A,Open wounds,"Laceration of unspecified muscle and tendon at ankle and foot level, unspecified foot, initial encounter"
Rules 2B and 3B,T360X4A,"Poisoning, undetermined","Poisoning by penicillins, undetermined, initial encounter"
Rules 2B and 3B,T361X4A,"Poisoning, undetermined","Poisoning by cephalosporins and other beta-lactam antibiotics, undetermined, initial encounter"
Rules 2B and 3B,T362X4A,"Poisoning, undetermined","Poisoning by chloramphenicol group, undetermined, initial encounter"
Rules 2B and 3B,T363X4A,"Poisoning, undetermined","Poisoning by macrolides, undetermined, initial encounter"
Rules 2B and 3B,T364X4A,"Poisoning, undetermined","Poisoning by tetracyclines, undetermined, initial encounter"
Rules 2B and 3B,T365X4A,"Poisoning, undetermined","Poisoning by aminoglycosides, undetermined, initial encounter"
Rules 2B and 3B,T366X4A,"Poisoning, undetermined","Poisoning by rifampicins, undetermined, initial encounter"
Rules 2B and 3B,T367X4A,"Poisoning, undetermined","Poisoning by antifungal antibiotics, systemically used, undetermined, initial encounter"
Rules 2B and 3B,T368X4A,"Poisoning, undetermined","Poisoning by other systemic antibiotics, undetermined, initial encounter"
Rules 2B and 3B,T3694XA,"Poisoning, undetermined","Poisoning by unspecified systemic antibiotic, undetermined, initial encounter"
Rules 2B and 3B,T370X4A,"Poisoning, undetermined","Poisoning by sulfonamides, undetermined, initial encounter"
Rules 2B and 3B,T371X4A,"Poisoning, undetermined","Poisoning by antimycobacterial drugs, undetermined, initial encounter"
Rules 2B and 3B,T372X4A,"Poisoning, undetermined","Poisoning by antimalarials and drugs acting on other blood protozoa, undetermined, initial encounter"
Rules 2B and 3B,T373X4A,"Poisoning, undetermined","Poisoning by other antiprotozoal drugs, undetermined, initial encounter"
Rules 2B and 3B,T374X4A,"Poisoning, undetermined","Poisoning by anthelminthics, undetermined, initial encounter"
Rules 2B and 3B,T375X4A,"Poisoning, undetermined","Poisoning by antiviral drugs, undetermined, initial encounter"
Rules 2B and 3B,T378X4A,"Poisoning, undetermined","Poisoning by other specified systemic anti-infectives and antiparasitics, undetermined, initial encounter"
Rules 2B and 3B,T3794XA,"Poisoning, undetermined","Poisoning by unspecified systemic anti-infective and antiparasitics, undetermined, initial encounter"
Rules 2B and 3B,T380X4A,"Poisoning, undetermined","Poisoning by glucocorticoids and synthetic analogues, undetermined, initial encounter"
Rules 2B and 3B,T381X4A,"Poisoning, undetermined","Poisoning by thyroid hormones and substitutes, undetermined, initial encounter"
Rules 2B and 3B,T382X4A,"Poisoning, undetermined","Poisoning by antithyroid drugs, undetermined, initial encounter"
Rules 2B and 3B,T383X4A,"Poisoning, undetermined","Poisoning by insulin and oral hypoglycemic [antidiabetic] drugs, undetermined, initial encounter"
Rules 2B and 3B,T384X4A,"Poisoning, undetermined","Poisoning by oral contraceptives, undetermined, initial encounter"
Rules 2B and 3B,T385X4A,"Poisoning, undetermined","Poisoning by other estrogens and progestogens, undetermined, initial encounter"
Rules 2B and 3B,T386X4A,"Poisoning, undetermined","Poisoning by antigonadotrophins, antiestrogens, antiandrogens, not elsewhere classified, undetermined, initial encounter"
Rules 2B and 3B,T387X4A,"Poisoning, undetermined","Poisoning by androgens and anabolic congeners, undetermined, initial encounter"
Rules 2B and 3B,T38804A,"Poisoning, undetermined","Poisoning by unspecified hormones and synthetic substitutes, undetermined, initial encounter"
Rules 2B and 3B,T38814A,"Poisoning, undetermined","Poisoning by anterior pituitary [adenohypophyseal] hormones, undetermined, initial encounter"
Rules 2B and 3B,T38894A,"Poisoning, undetermined","Poisoning by other hormones and synthetic substitutes, undetermined, initial encounter"
Rules 2B and 3B,T38904A,"Poisoning, undetermined","Poisoning by unspecified hormone antagonists, undetermined, initial encounter"
Rules 2B and 3B,T38994A,"Poisoning, undetermined","Poisoning by other hormone antagonists, undetermined, initial encounter"
Rules 2B and 3B,T39014A,"Poisoning, undetermined","Poisoning by aspirin, undetermined, initial encounter"
Rules 2B and 3B,T39094A,"Poisoning, undetermined","Poisoning by salicylates, undetermined, initial encounter"
Rules 2B and 3B,T391X4A,"Poisoning, undetermined","Poisoning by 4-Aminophenol derivatives, undetermined, initial encounter"
Rules 2B and 3B,T392X4A,"Poisoning, undetermined","Poisoning by pyrazolone derivatives, undetermined, initial encounter"
Rules 2B and 3B,T39314A,"Poisoning, undetermined","Poisoning by propionic acid derivatives, undetermined, initial encounter"
Rules 2B and 3B,T39394A,"Poisoning, undetermined","Poisoning by other nonsteroidal anti-inflammatory drugs [NSAID], undetermined, initial encounter"
Rules 2B and 3B,T394X4A,"Poisoning, undetermined","Poisoning by antirheumatics, not elsewhere classified, undetermined, initial encounter"
Rules 2B and 3B,T398X4A,"Poisoning, undetermined","Poisoning by other nonopioid analgesics and antipyretics, not elsewhere classified, undetermined, initial encounter"
Rules 2B and 3B,T3994XA,"Poisoning, undetermined","Poisoning by unspecified nonopioid analgesic, antipyretic and antirheumatic, undetermined, initial encounter"
Rules 2B and 3B,T400X4A,"Poisoning, undetermined","Poisoning by opium, undetermined, initial encounter"
Rules 2B and 3B,T401X4A,"Poisoning, undetermined","Poisoning by heroin, undetermined, initial encounter"
Rules 2B and 3B,T402X4A,"Poisoning, undetermined","Poisoning by other opioids, undetermined, initial encounter"
Rules 2B and 3B,T403X4A,"Poisoning, undetermined","Poisoning by methadone, undetermined, initial encounter"
Rules 2B and 3B,T404X4A,"Poisoning, undetermined","Poisoning by other synthetic narcotics, undetermined, initial encounter"
Rules 2B and 3B,T405X4A,"Poisoning, undetermined","Poisoning by cocaine, undetermined, initial encounter"
Rules 2B and 3B,T40604A,"Poisoning, undetermined","Poisoning by unspecified narcotics, undetermined, initial encounter"
Rules 2B and 3B,T40694A,"Poisoning, undetermined","Poisoning by other narcotics, undetermined, initial encounter"
Rules 2B and 3B,T407X4A,"Poisoning, undetermined","Poisoning by cannabis (derivatives), undetermined, initial encounter"
Rules 2B and 3B,T408X4A,"Poisoning, undetermined","Poisoning by lysergide [LSD], undetermined, initial encounter"
Rules 2B and 3B,T40904A,"Poisoning, undetermined","Poisoning by unspecified psychodysleptics [hallucinogens], undetermined, initial encounter"
Rules 2B and 3B,T40994A,"Poisoning, undetermined","Poisoning by other psychodysleptics [hallucinogens], undetermined, initial encounter"
Rules 2B and 3B,T410X4A,"Poisoning, undetermined","Poisoning by inhaled anesthetics, undetermined, initial encounter"
Rules 2B and 3B,T411X4A,"Poisoning, undetermined","Poisoning by intravenous anesthetics, undetermined, initial encounter"
Rules 2B and 3B,T41204A,"Poisoning, undetermined","Poisoning by unspecified general anesthetics, undetermined, initial encounter"
Rules 2B and 3B,T41294A,"Poisoning, undetermined","Poisoning by other general anesthetics, undetermined, initial encounter"
Rules 2B and 3B,T413X4A,"Poisoning, undetermined","Poisoning by local anesthetics, undetermined, initial encounter"
Rules 2B and 3B,T4144XA,"Poisoning, undetermined","Poisoning by unspecified anesthetic, undetermined, initial encounter"
Rules 2B and 3B,T415X4A,"Poisoning, undetermined","Poisoning by therapeutic gases, undetermined, initial encounter"
Rules 2B and 3B,T420X4A,"Poisoning, undetermined","Poisoning by hydantoin derivatives, undetermined, initial encounter"
Rules 2B and 3B,T421X4A,"Poisoning, undetermined","Poisoning by iminostilbenes, undetermined, initial encounter"
Rules 2B and 3B,T422X4A,"Poisoning, undetermined","Poisoning by succinimides and oxazolidinediones, undetermined, initial encounter"
Rules 2B and 3B,T423X4A,"Poisoning, undetermined","Poisoning by barbiturates, undetermined, initial encounter"
Rules 2B and 3B,T424X4A,"Poisoning, undetermined","Poisoning by benzodiazepines, undetermined, initial encounter"
Rules 2B and 3B,T425X4A,"Poisoning, undetermined","Poisoning by mixed antiepileptics, undetermined, initial encounter"
Rules 2B and 3B,T426X4A,"Poisoning, undetermined","Poisoning by other antiepileptic and sedative-hypnotic drugs, undetermined, initial encounter"
Rules 2B and 3B,T4274XA,"Poisoning, undetermined","Poisoning by unspecified antiepileptic and sedative-hypnotic drugs, undetermined, initial encounter"
Rules 2B and 3B,T428X4A,"Poisoning, undetermined","Poisoning by antiparkinsonism drugs and other central muscle-tone depressants, undetermined, initial encounter"
Rules 2B and 3B,T43014A,"Poisoning, undetermined","Poisoning by tricyclic antidepressants, undetermined, initial encounter"
Rules 2B and 3B,T43024A,"Poisoning, undetermined","Poisoning by tetracyclic antidepressants, undetermined, initial encounter"
Rules 2B and 3B,T431X4A,"Poisoning, undetermined","Poisoning by monoamine-oxidase-inhibitor antidepressants, undetermined, initial encounter"
Rules 2B and 3B,T43204A,"Poisoning, undetermined","Poisoning by unspecified antidepressants, undetermined, initial encounter"
Rules 2B and 3B,T43214A,"Poisoning, undetermined","Poisoning by selective serotonin and norepinephrine reuptake inhibitors, undetermined, initial encounter"
Rules 2B and 3B,T43224A,"Poisoning, undetermined","Poisoning by selective serotonin reuptake inhibitors, undetermined, initial encounter"
Rules 2B and 3B,T43294A,"Poisoning, undetermined","Poisoning by other antidepressants, undetermined, initial encounter"
Rules 2B and 3B,T433X4A,"Poisoning, undetermined","Poisoning by phenothiazine antipsychotics and neuroleptics, undetermined, initial encounter"
Rules 2B and 3B,T434X4A,"Poisoning, undetermined","Poisoning by butyrophenone and thiothixene neuroleptics, undetermined, initial encounter"
Rules 2B and 3B,T43504A,"Poisoning, undetermined","Poisoning by unspecified antipsychotics and neuroleptics, undetermined, initial encounter"
Rules 2B and 3B,T43594A,"Poisoning, undetermined","Poisoning by other antipsychotics and neuroleptics, undetermined, initial encounter"
Rules 2B and 3B,T43604A,"Poisoning, undetermined","Poisoning by unspecified psychostimulants, undetermined, initial encounter"
Rules 2B and 3B,T43614A,"Poisoning, undetermined","Poisoning by caffeine, undetermined, initial encounter"
Rules 2B and 3B,T43624A,"Poisoning, undetermined","Poisoning by amphetamines, undetermined, initial encounter"
Rules 2B and 3B,T43634A,"Poisoning, undetermined","Poisoning by methylphenidate, undetermined, initial encounter"
Rules 2B and 3B,T43694A,"Poisoning, undetermined","Poisoning by other psychostimulants, undetermined, initial encounter"
Rules 2B and 3B,T438X4A,"Poisoning, undetermined","Poisoning by other psychotropic drugs, undetermined, initial encounter"
Rules 2B and 3B,T4394XA,"Poisoning, undetermined","Poisoning by unspecified psychotropic drug, undetermined, initial encounter"
Rules 2B and 3B,T440X4A,"Poisoning, undetermined","Poisoning by anticholinesterase agents, undetermined, initial encounter"
Rules 2B and 3B,T441X4A,"Poisoning, undetermined","Poisoning by other parasympathomimetics [cholinergics], undetermined, initial encounter"
